Collection Name,Title#1,Subtitle#1,Name Display Form#1,Name Role Term Text#1,Name Display Form#2,Name Role Term Text#2,Type of Resource#1,Date Created#1,Date Created Encoding#1,Date Captured#1,Date Created#2,Date Created Encoding#2,Language Term#1,Language Term#2,Form#1,Form Authority#1,Form Type#1,Digital Origin#1,Abstract#1,Note#1,Subject Topic#1,Subject Authority#1,Subject Geographic#1,Subject Geographic Authority#1,Subject Temporal#1,Subject Temporal Authority#1,Subject Name#1,Subject Topic#2,Subject Authority#2,Subject Geographic#2,Subject Geographic Authority#2,Subject Temporal#2,Subject Temporal Authority#2,Subject Name#2,Subject Geographic Code#2,Subject Topic#3,Subject Authority#3,Subject Geographic#3,Subject Geographic Authority#3,Subject Temporal#3,Subject Temporal Authority#3,Subject Name#3,Related Item#1,Related Item Type#1,Related Item Identifier#1,Identifier#1,Physical Location#1,Physical Location Type#1,Access Condition,Scanning technician#1,ln_RECORDID,ln_RECORD_BATCHID,lnexp_MEDIAFILENAME
Don Campbell Papers,Letter excerpt: Flore Wend to Don Campbell 9-13-81,Flore Wend on Teaching,"Campbell, Don",author,,,text,,,,,,English,,note cards,,material,reformatted digital,"Wend recalls that Boulanger was very hard on students at first, trying to see whether they had the proper aptitude and love for music.",,Musicology,lcsh,United States,lcsh,Twentieth century,lcsh,,,,,,,,,,,,,,,,,,,,Campbell02_04_051,American Music Research Center,current,This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s). URI: http://rightsstatements.org/vocab/InC/1.0/,"Ward, Michael",544299,,amrc_campbell_2_4.pdf
Don Campbell Papers,Letter excerpt: Charles Agle to Don Campbell,on lessons with NB,"Campbell, Don",author,,,text,,,,,,English,,note cards,,material,reformatted digital,Charles Agle recalls Nadia Boulanger's compassion and the effectiveness of her stories in her pedagogy.,,Musicology,lcsh,United States,lcsh,Twentieth century,lcsh,,,,,,,,,,,,,,,,,,,,Campbell02_04_052,American Music Research Center,current,This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s). URI: http://rightsstatements.org/vocab/InC/1.0/,"Ward, Michael",544310,,amrc_campbell_2_4.pdf
Don Campbell Papers,Helen Hosmer on NB teaching and humanities,Nusic Ed Journal,"Campbell, Don",author,,,text,,,,,,English,,note cards,,material,reformatted digital,Helen Hosmer discusses how Boulanger discussed composers in terms of analogy with other composers. She also found all arts to be of kin.,,Musicology,lcsh,United States,lcsh,Twentieth century,lcsh,,,,,,,,,,,,,,,,,,,,Campbell02_04_053,American Music Research Center,current,This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s). URI: http://rightsstatements.org/vocab/InC/1.0/,"Ward, Michael",544321,,amrc_campbell_2_4.pdf
Don Campbell Papers,On NB Musical characteristics,Newspaper 4-2-38,"Campbell, Don",author,,,text,,,,,,English,,note cards,,material,reformatted digital,"This excerpt of a newspaper article cites Nadia Boulanger as noting that modern music was returning to aspects of simplicity, similar to early music.",,Musicology,lcsh,United States,lcsh,Twentieth century,lcsh,,,,,,,,,,,,,,,,,,,,Campbell02_04_054,American Music Research Center,current,This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s). URI: http://rightsstatements.org/vocab/InC/1.0/,"Ward, Michael",544332,,amrc_campbell_2_4.pdf
Don Campbell Papers,Roy Harris on NB,(K. 74),"Campbell, Don",author,,,text,,,,,,English,,note cards,,material,reformatted digital,"Roy Harris recalls Nadia Boulanger's criteria for accepting students. She did not accept those without both talent and money. Those with no talent but who had money she would accept, and she would accept those with no money but some talent. She never got any with both talent and money.",,Musicology,lcsh,United States,lcsh,Twentieth century,lcsh,,,,,,,,,,,,,,,,,,,,Campbell02_04_055,American Music Research Center,current,This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s). URI: http://rightsstatements.org/vocab/InC/1.0/,"Ward, Michael",544343,,amrc_campbell_2_4.pdf
Don Campbell Papers,Alan Kendall On NB,(59-60),"Campbell, Don",author,,,text,,,,,,English,,note cards,,material,reformatted digital,"Kendall states that Boulanger prefered students who could be fully musicians, but who also loved life and enjoyed themselves.",,Musicology,lcsh,United States,lcsh,Twentieth century,lcsh,,,,,,,,,,,,,,,,,,,,Campbell02_04_056,American Music Research Center,current,This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s). URI: http://rightsstatements.org/vocab/InC/1.0/,"Ward, Michael",544354,,amrc_campbell_2_4.pdf
Don Campbell Papers,Alan Kendall NB on self &Music,-47,"Campbell, Don",author,,,text,,,,,,English,,note cards,,material,reformatted digital,Kendall recalls that Boulanger repeatedly emphasized that students need to know what they want and do not want.,,Musicology,lcsh,United States,lcsh,Twentieth century,lcsh,,,,,,,,,,,,,,,,,,,,Campbell02_04_057,American Music Research Center,current,This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s). URI: http://rightsstatements.org/vocab/InC/1.0/,"Ward, Michael",544365,,amrc_campbell_2_4.pdf
Don Campbell Papers,Virgil Thompson on NB personal description,Kendall 13,"Campbell, Don",author,,,text,,,,,,English,,note cards,,material,reformatted digital,"Virgil Thomson recalls Nadia Boulanger as a young woman with endearing traits and a charm for all young men, especially Americans.",,Musicology,lcsh,United States,lcsh,Twentieth century,lcsh,,,,,,,,,,,,,,,,,,,,Campbell02_04_058,American Music Research Center,current,This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s). URI: http://rightsstatements.org/vocab/InC/1.0/,"Ward, Michael",544376,,amrc_campbell_2_4.pdf
Don Campbell Papers,Roy Harris 1973 on NB (student grade),K 122,"Campbell, Don",author,,,text,,,,,,English,,note cards,,material,reformatted digital,"Roy Harris recalls the order of merit of Boulanger's students, which was made evident by which day of the week the student took his/her lesson.",,Musicology,lcsh,United States,lcsh,Twentieth century,lcsh,,,,,,,,,,,,,,,,,,,,Campbell02_04_059,American Music Research Center,current,This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s). URI: http://rightsstatements.org/vocab/InC/1.0/,"Ward, Michael",544387,,amrc_campbell_2_4.pdf
Don Campbell Papers,Nicholar Brill on NB,Letter from Brodie 1-15-81,"Campbell, Don",author,,,text,,,,,,English,,note cards,,material,reformatted digital,Brill recalls the way his late-night lessons affected his ability to sleep.,,Musicology,lcsh,United States,lcsh,Twentieth century,lcsh,,,,,,,,,,,,,,,,,,,,Campbell02_04_060,American Music Research Center,current,This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s). URI: http://rightsstatements.org/vocab/InC/1.0/,"Ward, Michael",544398,,amrc_campbell_2_4.pdf
Don Campbell Papers,Arthur Mendel on Boulanger,,"Campbell, Don",author,,,text,,,,,,English,,note cards,,material,reformatted digital,"In this 1925 quote from an article in Music Mag/Courria, August, 1962, Arthur Mendel recalls Nadia Boulanger's musical abilities, calling her far superior to Vincent D'Indy.",,Musicology,lcsh,United States,lcsh,Twentieth century,lcsh,,,,,,,,,,,,,,,,,,,,Campbell02_04_061,American Music Research Center,current,This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s). URI: http://rightsstatements.org/vocab/InC/1.0/,"Ward, Michael",544409,,amrc_campbell_2_4.pdf
Don Campbell Papers,Student Comments NB,"to Canadian Broadcasting, May 25, 58 Alum Bulletin, Nov, 58, pg. 5","Campbell, Don",author,,,text,,,,,,English,,note cards,,material,reformatted digital,"A student comments on Boulanger's hatred of wasting time, musical fluency, and conservative yet unorthodox pedagogy.",,Musicology,lcsh,United States,lcsh,Twentieth century,lcsh,,,,,,,,,,,,,,,,,,,,Campbell02_04_063,American Music Research Center,current,This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s). URI: http://rightsstatements.org/vocab/InC/1.0/,"Ward, Michael",544420,,amrc_campbell_2_4.pdf
Don Campbell Papers,John D. Robb on NB,"Robb, III, 6","Campbell, Don",author,,,text,,,,,,English,,note cards,,material,reformatted digital,John D. Robb recalls Nadia Boulanger's ability to sing and lecture while playing Beethoven string quartets at the piano.,,Musicology,lcsh,United States,lcsh,Twentieth century,lcsh,,,,,,,,,,,,,,,,,,,,Campbell02_04_064,American Music Research Center,current,This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s). URI: http://rightsstatements.org/vocab/InC/1.0/,"Ward, Michael",544431,,amrc_campbell_2_4.pdf
Don Campbell Papers,NB,Blindness,"Campbell, Don",author,,,text,,,,,,English,,note cards,,material,reformatted digital,This anonymous account states that only her failing eyesight slowed Nadia Boulanger's hectic schedule. She refused to fly for hear it would harm her hearing.,,Musicology,lcsh,United States,lcsh,Twentieth century,lcsh,,,,,,,,,,,,,,,,,,,,Campbell02_04_065,American Music Research Center,current,This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s). URI: http://rightsstatements.org/vocab/InC/1.0/,"Ward, Michael",544442,,amrc_campbell_2_4.pdf
Don Campbell Papers,On NB,,"Campbell, Don",author,,,text,,,,,,English,,note cards,,material,reformatted digital,This is a short reflection on Boulanger's energy and contagious personality.,,Musicology,lcsh,United States,lcsh,Twentieth century,lcsh,,,,,,,,,,,,,,,,,,,,Campbell02_04_066,American Music Research Center,current,This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s). URI: http://rightsstatements.org/vocab/InC/1.0/,"Ward, Michael",544453,,amrc_campbell_2_4.pdf
Don Campbell Papers,Walter Damrosch from My Musical Life,On NB,"Campbell, Don",author,,,text,,,,,,English,,note cards,,material,reformatted digital,"Walter Damrosch comments on Boulanger's remarkable musicianship, specifically as an organist and score reader. This remark may be taken as chauvinist.",,Musicology,lcsh,United States,lcsh,Twentieth century,lcsh,,,,,,,,,,,,,,,,,,,,Campbell02_04_067,American Music Research Center,current,This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s). URI: http://rightsstatements.org/vocab/InC/1.0/,"Ward, Michael",544464,,amrc_campbell_2_4.pdf
Don Campbell Papers,Alan Kendall Historical NB,90,"Campbell, Don",author,,,text,,,,,,English,,note cards,,material,reformatted digital,Alan Kendall discusses the way that Nadia Boulanger's life came at an historically opportune time.,,Musicology,lcsh,United States,lcsh,Twentieth century,lcsh,,,,,,,,,,,,,,,,,,,,Campbell02_04_068,American Music Research Center,current,This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s). URI: http://rightsstatements.org/vocab/InC/1.0/,"Ward, Michael",544475,,amrc_campbell_2_4.pdf
Don Campbell Papers,Ned Rorem on NB,"Vogue 9-79, p 324","Campbell, Don",author,,,text,,,,,,English,,note cards,,material,reformatted digital,Ned Rorem comments on the sexist titling of Boulanger's position at the Paris Conservatoire.,,Musicology,lcsh,United States,lcsh,Twentieth century,lcsh,,,,,,,,,,,,,,,,,,,,Campbell02_04_069,American Music Research Center,current,This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s). URI: http://rightsstatements.org/vocab/InC/1.0/,"Ward, Michael",544486,,amrc_campbell_2_4.pdf
Don Campbell Papers,Letter excerpt: Barbara Alexander to Don Campbell,on NB,"Campbell, Don",author,,,text,,,,,,English,,note cards,,material,reformatted digital,Alexander comments on Boulanger's inability to tolerate vulnerability and emotionality within herself.,,Musicology,lcsh,United States,lcsh,Twentieth century,lcsh,,,,,,,,,,,,,,,,,,,,Campbell02_04_070,American Music Research Center,current,This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s). URI: http://rightsstatements.org/vocab/InC/1.0/,"Ward, Michael",544497,,amrc_campbell_2_4.pdf
Don Campbell Papers,Letter excerpt: Flore Wend to Don Campbell 9-18-81,NB Q,"Campbell, Don",author,,,text,,,,,,English,,note cards,,material,reformatted digital,Flore Wend recalls Nadia Boulanger's reaction to a student's question regarding musical expression.,,Musicology,lcsh,United States,lcsh,Twentieth century,lcsh,,,,,,,,,,,,,,,,,,,,Campbell02_05_002,American Music Research Center,current,This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s). URI: http://rightsstatements.org/vocab/InC/1.0/,"Ward, Michael",544508,,amrc_campbell_2_5.pdf
Don Campbell Papers,On NB 70th Birthday,"Time, Sept, 30, 57 p. 83","Campbell, Don",author,,,text,,,,,,English,,note cards,,material,reformatted digital,"This article excert from Time magazine describes the celebration of Nadia Boulanger's seventieth birthday. Many famous former pupils attended the party, which was held at Igor Markevitch's Swiss chalet near Montreux. Francix Poulenc composed a chorus for the evening, and Jean Francaix composed a cantata.",,Musicology,lcsh,United States,lcsh,Twentieth century,lcsh,,,,,,,,,,,,,,,,,,,,Campbell02_05_003,American Music Research Center,current,This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s). URI: http://rightsstatements.org/vocab/InC/1.0/,"Ward, Michael",544519,,amrc_campbell_2_5.pdf
Don Campbell Papers,Herbert Elwell's Article on NB's childhood,"Modern Music, 1937","Campbell, Don",author,,,text,,,,,,English,,note cards,,material,reformatted digital,This excerpt of an article from Modern Music notes Boulanger's exraordinary musical sensitivity at an early age.,,Musicology,lcsh,United States,lcsh,Twentieth century,lcsh,"Boulanger, Nadia",,,,,,,,,,,,,,,,,,,Campbell02_05_004,American Music Research Center,current,This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s). URI: http://rightsstatements.org/vocab/InC/1.0/,"Ward, Michael",544530,,amrc_campbell_2_5.pdf
Don Campbell Papers,Dieudonne to Don C,1,"Campbell, Don G., 1946-",author,,,text,,,,,,English,,note cards,,material,reformatted digital,"Dieudonne reflects on Nadia Boulanger's personality, philosophy, religion, and literary interests.",,Musicology,lcsh,United States,lcsh,Twentieth century,lcsh,,Musicology,lcsh,France,lcsh,Twentieth century,lcsh,"Boulanger, Nadia",,,,,,,,,,,,Campbell02_05_005,American Music Research Center,current,This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s). URI: http://rightsstatements.org/vocab/InC/1.0/,"Ward, Michael",544541,,amrc_campbell_2_5.pdf
Don Campbell Papers,Dieudonne to Don C,2,"Campbell, Don G., 1946-",author,,,text,,,,,,English,,note cards,,material,reformatted digital,Dieudonne recalls Boulanger's interest in Asian music and her adaptability as a pedagogue throughout her lifetime.,,Musicology,lcsh,United States,lcsh,Twentieth century,lcsh,,Musicology,lcsh,France,lcsh,Twentieth century,lcsh,"Boulanger, Nadia",,,,,,,,,,,,Campbell02_05_006,American Music Research Center,current,This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s). URI: http://rightsstatements.org/vocab/InC/1.0/,"Ward, Michael",544552,,amrc_campbell_2_5.pdf
Don Campbell Papers,Dieudonne 3,,"Campbell, Don G., 1946-",author,,,text,,,,,,English,,note cards,,material,reformatted digital,"Dieudonne recalls her dependency on Nadia Boulanger, her similarity to her mother, Nadia's funeral, and her gravestone, which was shared with Lili.",,Musicology,lcsh,United States,lcsh,Twentieth century,lcsh,,Musicology,lcsh,France,lcsh,Twentieth century,lcsh,"Boulanger, Nadia",,,,,,,,,,,,Campbell02_05_007,American Music Research Center,current,This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s). URI: http://rightsstatements.org/vocab/InC/1.0/,"Ward, Michael",544563,,amrc_campbell_2_5.pdf
Don Campbell Papers,NB Emile,tape,"Campbell, Don G., 1946-",author,"Naoumoff, Emile, 1962-",author,text,,,,,,English,,note cards,,material,reformatted digital,"This is a short recollection of Emile Naoumoff, one of Boulanger's last protegés, and the way he came to study with Nadia Boulanger.",,Musicology,lcsh,United States,lcsh,Twentieth century,lcsh,,Musicology,lcsh,France,lcsh,Twentieth century,lcsh,"Boulanger, Nadia",,,,,,,,,,,,Campbell02_05_008,American Music Research Center,current,This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s). URI: http://rightsstatements.org/vocab/InC/1.0/,"Ward, Michael",544574,,amrc_campbell_2_5.pdf
Don Campbell Papers,NB Emile 2,,"Campbell, Don G., 1946-",author,"Naoumoff, Emile, 1962-",author,text,,,,,,English,,note cards,,material,reformatted digital,This is a recollection of Emile Naoumoff's teacher-student relationship with Nadia Boulanger and the nature of his lessons.,,Musicology,lcsh,United States,lcsh,Twentieth century,lcsh,,Musicology,lcsh,France,lcsh,Twentieth century,lcsh,"Boulanger, Nadia",,,,,,,,,,,,Campbell02_05_009,American Music Research Center,current,This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s). URI: http://rightsstatements.org/vocab/InC/1.0/,"Ward, Michael",544585,,amrc_campbell_2_5.pdf
Don Campbell Papers,NB Emile 3,,"Campbell, Don G., 1946-",author,"Naoumoff, Emile, 1962-",author,text,,,,,,English,,note cards,,material,reformatted digital,"This is a recollection of memorable quotes by Nadia Boulanger to Emile Naoumoff in his lessons, mostly regarding aesthetics.",,Musicology,lcsh,United States,lcsh,Twentieth century,lcsh,,Musicology,lcsh,France,lcsh,Twentieth century,lcsh,"Boulanger, Nadia",,,,,,,,,,,,Campbell02_05_010,American Music Research Center,current,This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s). URI: http://rightsstatements.org/vocab/InC/1.0/,"Ward, Michael",544596,,amrc_campbell_2_5.pdf
Don Campbell Papers,"Toulon-Branly 2 [i.e., Marion Tournon-Branly]",Tape interview DC,"Campbell, Don G., 1946-",author,,,text,,,,,,English,,note cards,,material,reformatted digital,"Toulon-Branly [i.e., Marion Tournon-Branly] recalls Nadia Boulanger's abilities even as she lost her eyesight as well as her politeness and sympathy.",,Musicology,lcsh,United States,lcsh,Twentieth century,lcsh,"Tournon-Branly, Marion",Musicology,lcsh,France,lcsh,Twentieth century,lcsh,"Boulanger, Nadia",,,,,,,,,,,,Campbell02_05_011,American Music Research Center,current,This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s). URI: http://rightsstatements.org/vocab/InC/1.0/,"Ward, Michael",544607,,amrc_campbell_2_5.pdf
Don Campbell Papers,Seymour Bernstein on NB,,"Bernstein, Seymour",author,"Campbell, Don G., 1946-",author,text,,,,,,English,,note cards,,material,reformatted digital,Seymour Bernstein recalls sneaking out of an analysis class in Fontainebleau.,,Musicology,lcsh,United States,lcsh,Twentieth century,lcsh,,Musicology,lcsh,France,lcsh,Twentieth century,lcsh,"Boulanger, Nadia",,,,,,,,,,,,Campbell02_05_012,American Music Research Center,current,This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s). URI: http://rightsstatements.org/vocab/InC/1.0/,"Ward, Michael",544618,,amrc_campbell_2_5.pdf
Don Campbell Papers,Miguel-Angel Estrella on NB,"from Fontainebleau Paper, August 11 or 12, '80","Campbell, Don G., 1946-",author,,,text,,,,,,English,,note cards,,material,reformatted digital,Miguel-Angel Estrella recalls thinking of Nadia Boulanger and the letters she sent him while he was imprisoned.,,Musicology,lcsh,United States,lcsh,Twentieth century,lcsh,,Musicology,lcsh,France,lcsh,Twentieth century,lcsh,"Boulanger, Nadia",,,,,,,,,,,,Campbell02_05_013,American Music Research Center,current,This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s). URI: http://rightsstatements.org/vocab/InC/1.0/,"Ward, Michael",544629,,amrc_campbell_2_5.pdf
Don Campbell Papers,Barbirolli on NB,conducting the NY PHIL 2-13-39,"Campbell, Don",author,,,text,,,,,,English,,note cards,,material,reformatted digital,Barbirolli recalls Nadia Boulanger's demeanor while conducting the New York Philharmonic in 1939.,,Musicology,lcsh,United States,lcsh,Twentieth century,lcsh,,,,,,,,,,,,,,,,,,,,Campbell02_05_014,American Music Research Center,current,This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s). URI: http://rightsstatements.org/vocab/InC/1.0/,"Ward, Michael",544640,,amrc_campbell_2_5.pdf
Don Campbell Papers,John Price on NB,,"Campbell, Don",author,,,text,,,,,,English,,note cards,,material,reformatted digital,John Price recalls Nadia Boulanger's reaction to his frustration during a lesson.,,Musicology,lcsh,United States,lcsh,Twentieth century,lcsh,,,,,,,,,,,,,,,,,,,,Campbell02_05_015,American Music Research Center,current,This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s). URI: http://rightsstatements.org/vocab/InC/1.0/,"Ward, Michael",544651,,amrc_campbell_2_5.pdf
Don Campbell Papers,Stories on NB,sleep,"Campbell, Don",author,,,text,,,,,,English,,note cards,,material,reformatted digital,Nadia Boulanger resisted sleep for it involves no action.,,Musicology,lcsh,United States,lcsh,Twentieth century,lcsh,,,,,,,,,,,,,,,,,,,,Campbell02_05_016,American Music Research Center,current,This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s). URI: http://rightsstatements.org/vocab/InC/1.0/,"Ward, Michael",544662,,amrc_campbell_2_5.pdf
Don Campbell Papers,"J.D. Robb II, 2",on NB advice,"Campbell, Don",author,,,text,,,,,,English,,,,,reformatted digital,J.D. Robb recalls Nadia Boulanger's advice to him about whether or not to pursue composing.,,Musicology,lcsh,United States,lcsh,Twentieth century,lcsh,,,,,,,,,,,,,,,,,,,,Campbell02_05_018,American Music Research Center,current,This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s). URI: http://rightsstatements.org/vocab/InC/1.0/,"Ward, Michael",544673,,amrc_campbell_2_5.pdf
Don Campbell Papers,Hoover article,"NY Times review of Boulanger concert, Feb. 12, 1939","Campbell, Don G., 1946-",author,,,text,,,,,,English,,note cards,,material,reformatted digital,"This excerpt of a Feb., 1939 New York Times review of a Nadia Boulanger concert describes her demeanor and conducting style as well as the audience's reaction.",,Musicology,lcsh,United States,lcsh,Twentieth century,lcsh,"Boulanger, Nadia",,,,,,,,,,,,,,,,,,,Campbell02_05_020,American Music Research Center,current,This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s). URI: http://rightsstatements.org/vocab/InC/1.0/,"Ward, Michael",544684,,amrc_campbell_2_5.pdf
Don Campbell Papers,Alan Kendall on NB's French students,35,"Campbell, Don G., 1946-",author,,,text,,,,,,English,,note cards,,material,reformatted digital,Alan Kendall offers an explanation on why Nadia Boulanger had so few French students.,,Musicology,lcsh,United States,lcsh,Twentieth century,lcsh,,Musicology,lcsh,France,lcsh,Twentieth century,lcsh,"Boulanger, Nadia",,,,,,,,,,,,Campbell02_05_021,American Music Research Center,current,This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s). URI: http://rightsstatements.org/vocab/InC/1.0/,"Ward, Michael",544695,,amrc_campbell_2_5.pdf
Don Campbell Papers,Letter excerpt: Barbara Alexander to Don Campbell,,"Campbell, Don G., 1946-",author,,,text,,,,,,English,,note cards,,material,reformatted digital,Barbara Alexander complains to Don Campbell of the terrifying nature of her lessons with Nadia Boulanger.,,Musicology,lcsh,United States,lcsh,Twentieth century,lcsh,,Musicology,lcsh,France,lcsh,Twentieth century,lcsh,"Boulanger, Nadia",,,,,,,,,,,,Campbell02_05_022,American Music Research Center,current,This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s). URI: http://rightsstatements.org/vocab/InC/1.0/,"Ward, Michael",544706,,amrc_campbell_2_5.pdf
Don Campbell Papers,The Mlle of Music Music Mag/Courrier Aug 62,Robert Dumm on work,"Campbell, Don G., 1946-",author,,,text,1962-08,,,,,English,,note cards,,material,reformatted digital,"Robert Dumm comments on Nadia Boulanger's concept of ""work"" and her initial testing of a student's will and ability.",,Musicology,lcsh,United States,lcsh,Twentieth century,lcsh,,Musicology,lcsh,France,lcsh,Twentieth century,lcsh,"Boulanger, Nadia",,,,,,,,,,,,Campbell02_05_023,American Music Research Center,current,This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s). URI: http://rightsstatements.org/vocab/InC/1.0/,"Ward, Michael",544717,,amrc_campbell_2_5.pdf
Don Campbell Papers,Gilbert Chase America's Music,on NB,"Campbell, Don",author,,,text,,,,,,English,,note cards,,material,reformatted digital,Gilbert Chase remarks that Nadia Boulanger's influence on American music is remarkable and can only be compared to Hindemith and Bloch.,,Musicology,lcsh,United States,lcsh,Twentieth century,lcsh,,,,,,,,,,,,,,,,,,,,Campbell02_05_024,American Music Research Center,current,This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s). URI: http://rightsstatements.org/vocab/InC/1.0/,"Ward, Michael",544728,,amrc_campbell_2_5.pdf
Don Campbell Papers,"Time Magazine, Sept 30, 1957",on NB,"Campbell, Don",author,,,text,,,,,,English,,note cards,,material,reformatted digital,This excerpt is a commentary wondering what contemporary music might be without Boulanger's influence. Don Campbell notes that he does not care for the description of Boulanger offered here.,,Musicology,lcsh,United States,lcsh,Twentieth century,lcsh,"Boulanger, Nadia",,,,,,,,,,,,,,,,,,,Campbell02_05_025,American Music Research Center,current,This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s). URI: http://rightsstatements.org/vocab/InC/1.0/,"Ward, Michael",544739,,amrc_campbell_2_5.pdf
